,projectid,projectname,countryname,projectmodality,status,approvalno,approvaldate,sector1,sector1a,safe_env,safe_ind,safe_res,countrycode,region,closingdate_initial,closingdate_final,totalcost_initial,totalcost_final,matchingresult,duration_initial,duration_final,delay,cost_overrun,cost_overrun_mark,delay_mark,closing_year,approval_year,year_for_plr,totalcost_initial_adj1_plr,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,totalcost_initial_adj,totalcost_final_adj,project_size,env_risk,soc_risk,risk_category
296,44427-013,Chhattisgarh State Road Sector Project,India,Loan | Technical Assistance,Closed,2981 | 8294,2012-12-11,Transportation,Road transport (non-urban),B,B,A,IND,South Asia,2018-06-30,2019-12-18,428.1,384.88,matched,5.5,7.0,1.5,-43.22000000000003,False,True,2019,2012,2012,1443.54,1849.86,2019,1348.2,1348.2,1849.86,1348.2,mega,1,1,Both
297,44431-013,Gujarat Solar Power Transmission Project,India,Loan,Closed,2778,2011-09-12,Energy,Renewable energy generation - solar,B,C,B,IND,South Asia,2015-03-31,2017-11-09,133.69,85.57,matched,3.5,6.2,2.6,-48.120000000000005,False,True,2017,2011,2011,412.01,569.87,2017,269.63,286.84,569.87,286.84,large,1,1,Both
298,45030-002,Yunnan Sustainable Road Maintenance (Sector) Project,China,Loan,Closed,3074,2013-12-02,Transportation,Road transport (non-urban),B,C,B,PRC,East Asia,2019-03-31,2019-12-17,232.4,277.1,matched,5.3,6.0,0.7,44.70000000000002,True,True,2019,2013,2013,397.63,445.95,2019,471.55,471.55,445.95,471.55,medium,1,1,Both
299,45067-005,CAREC Corridor 6 (Marakandâ€“Karshi) Railway Electrification Project,Uzbekistan,Loan,Closed,2781,2011-09-28,Transportation,Rail transport (non-urban),B,C,C,UZB,Central and West Asia,2016-09-30,2018-12-31,176.0,193.78,matched,5.0,7.3,2.3,17.78,True,True,2018,2011,2011,501.52,1760.02,2018,868.79,1021.49,1760.02,1021.49,mega,1,0,Environmental Only
300,45120-003,Samarkand Solar Power Project,Uzbekistan,Loan,Closed,3058 | 3059,2013-11-20,Energy,Renewable energy generation - solar,B,C,B,UZB,Central and West Asia,2019-09-30,2017-08-30,310.0,2.754,matched,5.9,3.8,-2.1,-307.246,False,False,2017,2013,2013,807.46,2192.7,2017,9.83,14.55,2192.7,14.55,mega,1,1,Both
301,45150-001,CAREC Corridor 1 (Taraz Bypass) Project,Kazakhstan,Loan,Closed,2824,2011-12-07,Transportation,Road transport (non-urban),A,C,B,KAZ,Central and West Asia,2015-12-31,2016-04-28,123.0,97.09,matched,4.1,4.4,0.3,-25.909999999999997,False,True,2016,2011,2011,219.69,403.28,2016,299.02,390.88,403.28,390.88,medium,1,1,Both
302,45224-003,Rajasthan Renewable Energy Transmission Investment Program - Tranche 1,India,Loan | Technical Assistance,Closed,3052 | 8275 | 8486,2013-10-22,Energy,Electricity transmission and distribution,B,C,B,IND,South Asia,2016-12-31,2019-07-05,276.9,232.04,matched,3.2,5.7,2.5,-44.859999999999985,False,True,2019,2013,2013,969.03,1169.44,2019,812.81,812.81,1169.44,812.81,mega,1,1,Both
303,45224-004,Rajasthan Renewable Energy Transmission Investment Program - Tranche 2,India,Loan,Closed,3482 | 8312,2016-12-05,Energy,Electricity transmission and distribution,B,C,B,IND,South Asia,2016-12-31,2019-07-05,276.9,232.04,matched,0.1,2.6,2.5,-44.859999999999985,False,True,2019,2016,2016,940.64,1040.4,2019,812.81,812.81,1040.4,812.81,mega,1,1,Both
304,45432-002,Central Asia Regional Economic Cooperation Corridor 6 (Ayni-Uzbekistan Border Road) Improvement Project,Tajikistan,Grant | Loan,Closed,0301 | 8259,2012-09-11,Transportation,Road transport (non-urban),B,C,B,TAJ,Central and West Asia,2016-09-30,2017-08-07,136.0,135.33,matched,4.1,4.9,0.9,-0.6699999999999875,False,True,2017,2012,2012,382.54,520.6,2017,492.24,522.97,520.6,522.97,large,1,1,Both
305,46058-002,Qinghai Delingha Concentrated Solar Thermal Power Project,China,Loan,Closed,3075,2013-12-02,Energy,Renewable energy generation - solar,B,B,B,PRC,East Asia,2018-05-31,2018-05-31,322.26,258.77,matched,4.5,4.5,0.0,-63.49000000000001,False,False,2018,2013,2013,551.38,618.38,2018,418.17,423.67,618.38,423.67,large,1,1,Both
306,46145-001,CAREC Corridor 3 (Shymkent-Tashkent Section) Road Improvement Project,Kazakhstan,Loan,Closed,2916,2012-10-05,Transportation,Road transport (non-urban),B,C,B,KAZ,Central and West Asia,2016-06-30,2016-10-31,371.2,218.61,matched,3.7,4.1,0.3,-152.58999999999995,False,True,2016,2012,2012,659.93,1156.08,2016,673.27,880.09,1156.08,880.09,mega,1,1,Both
307,46390-003,Power Distribution Improvement Project,Myanmar,Loan,Closed,3084,2013-12-06,Energy,Electricity transmission and distribution,B,C,C,MYA,Southeast Asia,2018-12-31,2019-03-25,73.7,65.492,matched,5.1,5.3,0.2,-8.207999999999998,False,True,2019,2013,2013,254.68,335.74,2019,280.22,280.22,335.74,280.22,medium,1,0,Environmental Only
308,47101-002,Assam Power Sector Investment Program - Tranche 1,India,Loan,Closed,3140,2014-07-11,Energy,Conventional energy generation,B,C,C,IND,South Asia,2019-06-30,2019-09-20,62.0,42.79,matched,5.0,5.2,0.2,-19.21,False,True,2019,2014,2014,207.14,241.92,2019,149.89,149.89,241.92,149.89,medium,1,0,Environmental Only
309,47270-001,Madhya Pradesh District Connectivity Sector Project,India,Loan,Closed,3189,2014-11-19,Transportation,Road transport (non-urban),B,C,B,IND,South Asia,2018-10-31,2019-03-28,500.0,419.13,matched,3.9,4.4,0.4,-80.87,False,True,2019,2014,2014,1670.52,1951.0,2019,1468.17,1468.17,1951.0,1468.17,mega,1,1,Both
