projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
30386,D,D,D,PRC,East Asia,China,C,B2,100,63,2001,2006,4.03,0.91,240,261.6,475,411.81,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2007,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory
30403,A,D,D,PRC,East Asia,China,C,B2,117.4,114.64,2004,2011,4.53,1.58,20.5,20.4,237,288.6,True,Energy,Conventional energy generation,na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2013,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
30424,A,D,D,PRC,East Asia,China,C,B2,250,248.46,2001,2010,4.59,3.78,181,362.39,757,965.5,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
30451,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,20,20.72,1999,2008,6.62,2.08,,,25,23.43,False,Water,Urban water supply,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2009,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
30480,C,D,D,PHI,Southeast Asia,Philippines,C,C,296,234.91,1998,2008,5.04,4.88,175.99,170.89,347.3,241.87,False,Transportation,Transport policies and institutional development,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,satisfactory,PVR,2009,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory
30506,B,D,D,UZB,Central and West Asia,Uzbekistan,B,C,70,70,2000,2007,5.17,1.24,5,5,155,131.19,False,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,highly relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PPER,2008,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory
30551,B,D,D,PHI,Southeast Asia,Philippines,C,C,30,19.53,2001,2009,6.76,1.39,6,6,60,40.33,False,Water,Other urban services,Transportation,Road transport (non-urban),less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2011,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
31190,A,D,D,PRC,East Asia,China,C,B2,130,128.41,2000,2007,5.55,1.18,87.8,87.8,340.7,337.33,False,Water,Urban water supply; Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2009,successful,relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory
31197,B,D,D,KGZ,Central and West Asia,Kyrgyz Republic,A,A,30,8.16,2008,2013,4.66,0.29,,,37.5,9.83,False,Water,"Urban policy, institutional and capacity development",na,na,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,unsatisfactory,unsatisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,satisfactory,PVR,2014,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory
31243,B,D,D,MON,East Asia,Mongolia,B,A,20.1,16.54,2002,2009,5.9,1.39,,,26.5,19,False,Water,Urban water supply,Energy,Energy utility services,less than successful,relevant,less than effective,nr,nr,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2011,less than successful,relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
31280,B,D,D,SRI,South Asia,Sri Lanka,B,B1,56.5,60.29,2002,2009,5.53,0.87,8.5,7.9,92.5,102.2,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,highly efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PPER,2010,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
31296,B,D,D,BAN,South Asia,Bangladesh,B,B1,198.9,164.2,2001,2010,4.79,4.11,,,402.1,333.76,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2012,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
31304,B,D,D,BAN,South Asia,Bangladesh,B,B1,60,58.37,2002,2009,6.58,0.12,16.9,30,112.4,123.3,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,nr,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
31324,B,D,D,IND,South Asia,India,B,B2,150,21.47,2002,2008,5.55,0.18,,,392.7,62.3,False,Energy,Energy sector development and institutional reform,na,na,less than successful,less than relevant,less than effective,inefficient,likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,less than satisfactory,PVR,2011,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory
31341,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,30,31.57,2003,2010,5.04,1.73,,,51.51,63.39,True,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
31352,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,16,18.42,2003,2010,6.51,0.93,,,20,21.1,True,Water,Urban solid waste management,na,na,successful,relevant,effective,highly efficient,less than likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
31367,B,D,D,VIE,Southeast Asia,Viet Nam,C,B1,70,73.75,2001,2010,5.04,3.52,,,100,102.96,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2012,na,na,na,na,na,na,na,na
31433,D,D,D,PHI,Southeast Asia,Philippines,C,B,191.4,43.3,1997,2005,4.54,2.76,43.6,66.3,304.2,199.9,False,Energy,Electricity transmission and distribution,na,na,less than successful,relevant,effective,nr,likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,na,na,na,na,na,na,na,na,na,PCR,2007,na,na,na,na,na,na,na,na
31435,B,D,D,IND,South Asia,India,B,B2,240,145.6,2001,2008,4.28,2.65,,,378,460.4,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
31467,B,D,D,PNG,Pacific,Papua New Guinea,B,B2,15.35,12.21,2000,2008,4.8,3.12,1.8,,23.3,23.16,False,Water,Urban water supply,na,na,less than successful,relevant,less than effective,inefficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,inefficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,highly satisfactory,PVR,2011,less than successful,less than relevant,less than effective,inefficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
32036,B,D,D,MLD,South Asia,Maldives,A,A,8,9.48,2001,2010,4.04,4.67,,,10.6,13.63,True,Energy,Energy sector development and institutional reform,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2012,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
32058,B,D,D,PAK,Central and West Asia,Pakistan,B,B1,150,82.12,2002,2009,6.17,0.67,,,222.1,119.6,False,Transportation,Road transport (non-urban),na,na,less than successful,highly relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PPER,2010,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
32058,B,D,D,PAK,Central and West Asia,Pakistan,B,B1,150,123.84,2001,2010,5.53,3.05,15,14.72,236,195.33,False,Transportation,Road transport (non-urban),na,na,less than successful,highly relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PPER,2011,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
32058,B,D,D,PAK,Central and West Asia,Pakistan,B,B1,200,174.6,2001,2007,5.53,,,,50,50.76,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2009,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
32107,B,D,D,IND,South Asia,India,B,B2,250,250,2000,2007,5.49,1.36,120,,491.5,390.94,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2009,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
32124,B,D,D,PNG,Pacific,Papua New Guinea,B,B2,131.05,110.73,1999,2013,6.62,6.61,,,193.45,184.05,False,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2014,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
32146,D,D,D,PAK,Central and West Asia,Pakistan,B,B1,355,203.39,2000,2004,3.55,-0.45,,,356,203.4,False,Energy,Energy sector development and institutional reform,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2008,less than successful,relevant,less than effective,efficient,unlikely sustainable,less than satisfactory,less than satisfactory,satisfactory
