id,regionname,countryshortname,status,last_stage_reached_name,project_name,sector1,sector2,pdo,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,supplementprojectflg,proj_last_upd_date,projectfinancialtype
P007926,Latin America and Caribbean,Paraguay,Closed,BANK APPROVED,PY ASUNCION SEWERAGE,"Water, Sanitation and Waste Management",Water Supply,"THE PROJECT WILL HELP GOVERNMENT TO IMPROVE WATER AND SEWERAGE BYDECENTRALIZING ACTIVITIES AND PRIVATE SECTOR PARTICIPATION AND IMPROVEHEALTH AND INFRASTRUCTURE SERVICES TO THE MARGINAL AREAS OF ASUNCION.IT WILL PROVIDE COLLECTION TREATMENT, AND ADEQUEATE SEWERAGE DISPOSALSERVICES TO ABOUT 250,000 INHABITANTS, INCREASING SERVICES FROM 40% TO60% OF THE 2010 POPULATION.",10/31/94,1995,1995,2003,2/14/95,10/13/95,12/31/03,20000000,46500000,0.3,0.7,66500000,87900000,46500000,0,20000000,66500000,Specific Investment Loan,A,Not Applicable,N,1/15/13,IBRD
P008051,Latin America and Caribbean,Peru,Closed,BANK APPROVED,PE LIMA WATER Rehabilit & Mgt. Proj.,"Water, Sanitation and Waste Management",Water Supply,"The objectives of the original project are to:,,(i) rehabilitate existing water supply and sewage systems, ,,(ii) expand services to the urban poor in the Pueblos ,,,,Jovenes, ,,(iii) promote water conservation, ,,(iv) support reforms in the legal and institutional framework ,,of the water and sanitation sector, and ,,(v) improve SEDAPAL's efficiency and service quality.The objective of the additional financing is to meet the original targets of component (ii) for service expansion to the pueblos jovenes. This entails extending water and sanitation services to an additional 130,000 people, that were not reached under the original project due to the failure of FONAVI to finance the associated secondary distribution networks.",10/31/94,1994,1995,2008,11/22/94,8/31/95,6/30/08,156200000,150000000,0.51,0.49,306200000,306200000,150000000,0,79200000,229200000,Specific Investment Loan,B,Not Applicable,N,1/15/13,Other
P008177,Latin America and Caribbean,Uruguay,Closed,BANK APPROVED,Uruguay Power Transmission & Distribution Project,Energy and Extractives,Power,The project aims at improving the reliability of the electricity service at least cost and help sustain the recent reforms in the power sector by helping Administracion Nacional de Usinas y Trasmisiones Electricas (UTE) to adapt to the changing sector institutional framework.  Project objectives include: (i) consolidating sector reforms; (ii) consolidating UTE's institutional improvements; (iii) improving power distribution reliability; (iv) promoting efficient use of energy; and (v) improving customer safety.,10/31/94,1995,1997,2006,10/31/95,7/11/97,3/31/06,0,125000000,0,1,125000000,236000000,125000000,0,0,125000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008260,Europe and Central Asia,Albania,Closed,BANK APPROVED,Durres Water Supply Rehabiliation Project,"Water, Sanitation and Waste Management",Water Supply,REHABILITATION AND UPGRADING OF WATER SUPPLY AND SEWERAGE SYSTEMSSERVING THE DURRES DISTRICT,10/31/94,1994,1995,2001,5/10/94,1/4/95,12/31/01,0,11600000,0,1,11600000,17100000,0,11600000,0,11600000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IDA
P008287,Europe and Central Asia,Azerbaijan,Closed,BANK APPROVED,GAS REHAB,Energy and Extractives,Oil and Gas,FINANCE RECONSTRUCTION OF GAS PIPELINE SYSTEM AND EFFICIENCYIMPROVEMENTS.,3/30/95,1996,1997,2003,9/19/96,3/19/97,6/30/03,0,20200000,0,1,20200000,24600000,0,20200000,0,20200000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IDA
P008288,Europe and Central Asia,Azerbaijan,Closed,BANK APPROVED,GREATER BAKU WATER SUPPLY REHABILITATION PROJECT,"Water, Sanitation and Waste Management",Water Supply,"The primary objectives of the Project are to : (a) make emergency short term improvements in the water supply system to restore the water supply to Baku, in particular to the poorer elements of the population; (b) improve the water supply system as a whole; and (c) provide the basis for longer term planning and recovery.Government requested IDA assistance through a Supplemental Credit to the ongoing credit to permit financing of the cost of repair and reconstruction of ARWC facilities damaged by the November 25, 2000 earthquake.  The Supplemental Credit provides financial assistance for three activities: (i) repair specific components of the Kura and Jeiranbatan water treatment facilities and another operational structure (one warehouse) that suffered damage during the earthquake; (ii) repair sections of the water distribution network and related structures that suffered the most during the earthquake and are causing increased water losses in the system through more frequent burst; (iii) construction supervision and project implementation consulting services.",4/17/95,1995,1996,2006,6/28/95,2/14/96,1/31/06,0,74000000,0,1,74000000,74000000,0,74000000,0,74000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IDA
P008315,Europe and Central Asia,Bulgaria,Closed,BANK APPROVED,RAILWAY REHAB,Transportation,Railways,"THE MAIN OBJECTIVE WOULD BE TO HELP RESTRUCTURE THE RAILWAYS, ANDREDUCE THE FINANCIAL BURDEN THEY POSE TO THE GOVERNMENT.",4/6/95,1995,1996,2002,7/6/95,3/1/96,6/30/02,76500000,95000000,0.45,0.55,171500000,300500000,95000000,0,76500000,171500000,Specific Investment Loan,B,Not Applicable,N,3/11/21,Other
P008316,Europe and Central Asia,Bulgaria,Closed,BANK APPROVED,ENERGY I,Energy and Extractives,Power,INCREASING EFFICIENCY AND STABILITY OF POWER SYSTEM.,3/9/93,1993,1993,2000,3/9/93,8/11/93,12/31/00,0,93000000,0,1,93000000,126000000,93000000,0,0,93000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008319,Europe and Central Asia,Bulgaria,Closed,BANK APPROVED,WATER COMPANIES REST,"Water, Sanitation and Waste Management",Water Supply,"TO PROVIDE A FRAMEWORK FOR STRENGTHENING LOCAL WATER UTILITIES,IMPROVE THEIR FINANCES AND MANAGEMENT, AND COMPLETE PRIORITY WORKS.",10/31/94,1994,1995,2002,5/26/94,10/10/95,12/31/02,0,57000000,0,1,57000000,80000000,57000000,0,0,57000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008479,Europe and Central Asia,Hungary,Closed,BANK APPROVED,Energy Environment Project,Energy and Extractives,Power,"PROJECT WILL SUPPORT INSTITUTIONAL DEVELOPMENT AND APPROPRIATEENVIRONMENTAL POLICIES IN THE POWER SUBSECTOR AND WILL FINANCE POWER GENERATION AN ENERGY MANAGEMENT SYSTEM, AND POSSIBLE EMISSION CONTROL EQUIPMENT.",2/17/94,1994,1994,2001,2/17/94,4/15/94,12/31/01,47400000,100000000,0.32,0.68,147400000,242500000,100000000,0,0,100000000,Specific Investment Loan,A,Not Applicable,N,1/15/13,Other
P008507,Europe and Central Asia,Kazakhstan,Closed,BANK APPROVED,Uzen Oil Field Rehabilitation Project,Energy and Extractives,Oil and Gas,"The objectives of the Project are to:(i)  reduce the rate of decline in production of the Uzen Oil Field and generate resources for reinvestment therefor;(ii) promote the reorganization of Uzenmunaigas into viable corporate units and its/their privatization;(iii) assess the impact of past operating practices on the present condition of the reservoirs, wells and the environment of the field;(iv)  contribute to the remediation of past environmental damage to the field and strengthen environmental monitoring and management; and(v)  train Uzenmunaigas' staff in modern oil field operating practices and strengthen its capacity to manage the implementation of the rehabilitation program and oil field operations.",10/31/94,1996,1997,2007,7/2/96,1/16/97,4/30/07,0,109000000,0,1,109000000,136000000,109000000,0,0,109000000,Specific Investment Loan,A,Not Applicable,N,1/15/13,IBRD
P008555,Europe and Central Asia,Moldova,Closed,BANK APPROVED,ENERGY,Energy and Extractives,Oil and Gas,"REHABILITATE ENERGY FACILITIES, ENCOURAGE CONSERVATION AND EFFICIENCY IMPROVEMENT MEASURES; STRENGTHEN ENERGY INSTITUTIONS.",12/29/95,1996,1997,2001,5/23/96,1/31/97,12/31/01,1945000,10000000,0.16,0.84,11945000,11945000,10000000,0,0,10000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008595,Europe and Central Asia,Poland,Closed,BANK APPROVED,Bielsko-Biala Water & Wastewater Project,"Water, Sanitation and Waste Management",Water Supply,"Project objectives are the (a) transforma tion of the borrower into an autonomous, more efficiently managed and operated, financially self-reliant util ity working under a goal-oriented performance agreement with local government; (b) improvement of the safety, reliability, quality and operational efficiency of water supply services; (c) improvement of reliability and efficiency of the sewer system; and (d) reduction of pollutant emissions into receiving waters.",10/31/94,1996,1997,2005,6/4/96,1/16/97,7/31/05,13900000,21500000,0.39,0.61,35400000,35400000,21500000,0,7000000,28500000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008604,Europe and Central Asia,Poland,Closed,BANK APPROVED,Power Transmission Project,Energy and Extractives,Power,INVESTMENTS TO REINFORCE THE POLISH TRANSMISSION METHOD AND REDUCEENERGY LOSSES; INTERCONNECT THE POLISH AND UCPTE POWER GRIDS; ANDPROVIDE TECHNICAL ASSISTANCE TO THE POLISH POWER GRID.,10/31/94,1995,1996,2004,11/28/95,3/8/96,6/30/04,0,160000000,0,1,160000000,275700000,160000000,0,0,160000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008615,Europe and Central Asia,Poland,Closed,BANK APPROVED,Szczecin-Swinoujscie Seaway & Port Modernization Project,Transportation,Ports/Waterways,"The project includes two main components:1. Seaway modernization aimed at improving of the navigation safety and protection of maritime accesses to the port of Szczecin, managed by the Maritime Office of Szczecin (MOS).2. Port Modernization aimed at construction and rehabilitation of physical internal port infrastructure, internal road circulation networks, storage facilities etc. under the direct management of the port authority of Szczecin and Swinoujscie (SSSA).The development objectives could be split in two categories:(i) Promote economic growth in the Szczecin-Swinoujscie region through improved maritime access.(ii) Facilitate private sector involvement in port operations in Szczecin.MOS and SSSA are responsible for monitoring of outputs. In particular MOS is monitoring safety of navigation at the Seaway (indicators such as accessibility ratios, number of accidents or near-accidents per year are being  recorded) while SSSA monitors the infrastructure facilities to be leased to private sector developers, following market demand. Indicators such as lease contracts signed with private operators (e.g., commitment letters, development schedules) and generated traffic compared to public investment are recorded.",2/10/97,2000,2001,2008,12/12/00,3/14/01,6/30/08,44500000,38500000,0.54,0.46,83000000,83000000,38500000,0,0,38500000,Specific Investment Loan,A,Not Applicable,N,3/11/21,IBRD
P008778,Europe and Central Asia,Romania,Closed,BANK APPROVED,BUCHAREST WATER SUPPLY,"Water, Sanitation and Waste Management",Water Supply,REHABILITATE AND UPGRADE WATER SUPPLY INFRASTRUCTUREIN BUCHAREST.,5/17/95,1996,1996,2001,8/1/96,11/25/96,12/31/01,0,25000000,0,1,25000000,50000000,25000000,0,0,25000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008794,Europe and Central Asia,Romania,Closed,BANK APPROVED,Power Sector Rehabilitation & Modernization Project,Energy and Extractives,Power,"SECTOR REFORM, CORPORATE RESTRUCTURING AND REHABILITATION OF THERMALUNITS/PLANTS FOR INCREASED AVAILABILITY, RELIABILITY, FUEL USE EFFIC-IENCY, AUGMENT POWER OUTPUT, AND ADDRESS ENVIRONMENTAL POLLUTION.TECHNICAL ASSISTANCE FOR STUDIES AND TRAINING.",4/17/95,1995,1996,2004,8/29/95,1/24/96,8/31/04,189340000,110000000,0.63,0.37,299340000,469100000,110000000,0,189340000,299340000,Specific Investment Loan,B,Not Applicable,N,1/15/13,Other
P008803,Europe and Central Asia,Russian Federation,Closed,BANK APPROVED,Energy Efficiency Project,Energy and Extractives,Oil and Gas,"INCREASE GAS AVAILABLE FOR EXPORT AND DOMESTIC USE BY DECREASINGLOSSES AND CONSUMPTION.  PURCHASE OF METERS FOR UNMETERED CONSUMERSWOULD BE INCLUDED ALONG WITH CATHODIC PROTECTION EQUIPMENT, LEAK DE-TECTION EQUIPMENT AND EXISTING PIPING, AND EQUIPMENT TO REDUCE GASCONSUMPTION BY CUSTOMERS.",10/31/94,1995,1996,2003,5/2/95,12/26/96,1/31/03,1500000,26550000,0.05,0.95,28050000,30000000,26550000,0,1500000,28050000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008805,Europe and Central Asia,Russian Federation,Closed,BANK APPROVED,Oil Rehabilitation 2 Project,Energy and Extractives,Oil and Gas,REHABILITATION OF OIL PRODUCTION IN WEST SIBERIA.,10/31/94,1994,1995,2000,6/29/94,5/25/95,12/31/00,0,500000000,0,1,500000000,500000000,500000000,0,0,500000000,Specific Investment Loan,A,Not Applicable,N,1/15/13,IBRD
P008832,Europe and Central Asia,Russian Federation,Closed,BANK APPROVED,Municipal Water & Wastewater Project,"Water, Sanitation and Waste Management",Water Supply,"The objective of the project is to arrest the decline of water and wastewater services of fou rteen medium-size cities (less than 500,000 inhabitants) located in different regions of Russia that have dem onstrated their commitment to the project objectives and the institutional reforms necessary to achieve them.  More specifically, at the city level, the project seeks to: (a) support the most critical and immediate inv estments needed to improve the operation of the water and wastewater systems while achieving improvement of s ystem operations, reduction of operational costs, improvement of service quality; and (b) implement a specifi c set of institutional and commercial reforms aimed at improving physical system operations and financial per formance of Vodokanals.Through project implementati on, the Russian Federation will extract lessons from the implementation  of the fourteen sub-projects over a w ide range of local conditions.  The project will support the preparation  of replicable methodologies, guideli nes, and case studies to guide the government's program of municipal  services reform aimed at helping  local governments and their water and wastewater enterprises (Vodokanals) to become better managed, more efficientl y operated and financially sustainable utilities that are capable of providing water and wastewater services of a higher quality to their customers in a cost-effective manner.",4/14/97,2000,2002,2009,12/21/00,9/13/02,4/30/09,1000000,122500000,0.01,0.99,123500000,168900000,122500000,0,1000000,123500000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P008985,Europe and Central Asia,Turkiye,Closed,BANK APPROVED,Cesme-Alacati Water Supply & Sewerage Project,"Water, Sanitation and Waste Management",Water Supply,WATER AND SANITATION INFRASTRUCTURE FOR THE COASTAL CITIES OF CESMEAND ALACATI.,4/25/97,1998,1998,2004,4/14/98,9/7/98,12/31/04,0,13100000,0,1,13100000,24000000,13100000,0,0,13100000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P009071,Europe and Central Asia,Turkiye,Closed,BANK APPROVED,TEK RESTRUCT,Energy and Extractives,Power,THE MAIN OBJECTIVE OF THE PROPOSED LOAN IS TO SUPPORT THE GOVT.'S SEEREFORM PROGRAM BY (A) IMPLEMENTING A CORP. RESTRUCT. PROGRAM FOR TEKWHICH INCLUDES: (I) TARIFF POLICY REFORM (II) CHANGE IN MGT. PRACTICESAND (III) RESTRUCT. OF TEK'S CAPITAL; AND (B) FINANCING OF TIME-SLICEOF A MED.-TERM INVESTMENT PROG. AND T.A. FOR TEK.,6/13/91,1991,1992,2000,6/13/91,4/27/92,12/31/00,0,300000000,0,1,300000000,5388000300,300000000,0,0,300000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P009465,South Asia,Bangladesh,Closed,BANK APPROVED,Second Road Rehabilitation & Maintenance,Transportation,Roads and highways,"2ND ROAD REHAB & MAINT.  ORGANIZATIONAL CAPACITY FOR CONSTRUCTING, RE-HABILITATING & MAINTAINING THE CTRY'S ROAD SYSTEM, INCL. LOCAL ROADS.ALSO, IMPLEMENTATION OF A 3RD PHASE OF A REHABILITATION PROGRAM OFMAJOR TRUNK ROADS, & PERIODIC MAINTENANCE OF NATIONAL & REGIONALROADS OF ECONOMIC PRIORITY IN THE NORTHWEST.",10/31/94,1994,1994,2000,6/28/94,9/27/94,12/31/00,8800000,146800000,0.06,0.94,155600000,252200000,0,146800000,8800000,155600000,Sector Investment and Maintenance Loan,B,Not Applicable,N,3/11/21,IDA
P009482,South Asia,Bangladesh,Closed,BANK APPROVED,Fourth Dhaka Water Supply Project,"Water, Sanitation and Waste Management",Sanitation,"CONSTRUCTION OF LONG-TERM WATER SOURCE FOR DHAKA, INCLUDING SURFACE AND GROUND WATER; REHABILITATION & EXTENSION OF SEWERAGE SYSTEMS; EX- TENSION OF LOW COST SANITATION; FURTHER INSTITUTIONAL DEVT OF DWASA; EXPLORATION OF POTENTIAL DEEP AQUIFER RESOURCE; AND PROMOTION OF REGULATION OF WATER RESOURCES IN THE DHAKA AREA.",10/31/94,1996,1997,2002,12/19/96,7/7/97,6/30/02,0,80300000,0,1,80300000,169800000,0,80300000,0,80300000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IDA
P009583,South Asia,India,Closed,BANK APPROVED,ALTERNATE ENERGY,Energy and Extractives,Renewable energy,TO UTILIZE THE MINI HYDRO POTENTIAL IN EXISTING IRRIGATION CANAL.WILL CONSTRUCT 110 MW OF MINI HYDRO PLANT USING APPROPRIATETECHNOLOGY.  TO PROMOTE ALTERNATIVE ENERGY DEVELOPMENT ACTIVITIESWHICH HAVE BENEFICIAL IMPACT ON THE ENVIRONMENT.  TO SUPPORT EXPANSIONOF A BAGASSE-BASED PAPERMILL IN TAMIL NADU.,11/30/92,1992,1993,2001,11/30/92,4/6/93,12/31/01,35000000,0,1,0,35000000,35000000,,,34410000,34410000,Specific Investment Loan,A,Not Applicable,Y,1/15/13,Other
P009982,South Asia,India,Closed,BANK APPROVED,NORTHERN REGION TRANSMISSION PROJECT,Energy and Extractives,Power,PROJECT COMPRISES THE CONSTRUCTION OF ABOUT 1260 KM OF 400-KV & 800-KVTRANSMISSION LINES AND RELATED SUBSTATIONS TO LINK HYDRO SCHEMES INTHE NORTHERN REGION TO THE REST OF THE SYSTEM.,6/26/90,1990,1991,2000,6/26/90,1/10/91,9/30/00,1100000,485000000,0,1,486100000,839800000,485000000,0,1100000,486100000,Specific Investment Loan,B,Not Applicable,N,1/15/13,IBRD
P010410,South Asia,India,Closed,BANK APPROVED,RENEWABLE RESOURCES,Energy and Extractives,Renewable energy,"TO UTILIZE THE MINI HYDRO POTENTIAL IN EXISTING IRRIGATION CANAL.WILL CONSTRUCT 110 MW OF MINI HYDRO PLANT USING APPROPRIATETECHNOLOGY.  TO PROMOTE ALTERNATIVE ENERGY DEVELOPMENT ACTIVITIESWHICH HAVE BENEFICIAL IMPACT ON THE ENVIRONMENT.  TO SUPPORT EXPANSIONOF A BAGASSE-BASED PAPERMILL IN TAMIL NADU.  TNPL COMPONENT (LOAN 3544CLOSED 12/31/95; ICR WAS PREPARED IN FY96, REPORT No. 15619, DATED MAY 9, 1996.",12/17/92,1992,1993,2001,12/17/92,4/6/93,12/31/01,213810000,206000000,0.51,0.49,419810000,420000000,75000000,105000000,6810000,186810000,Specific Investment Loan,A,Not Applicable,N,1/15/13,Other
P010416,South Asia,India,Closed,BANK APPROVED,POWERGRID SYSTEM DEVELOPMENT PROJECT,Energy and Extractives,Power,"PRINCIPAL OBJECTIVES: (I) RATIONALIZE ORGANIZATION OF THE TRANSMISSIONSECTOR & PROMODE COOR. & INTER-REGIONAL & INTER-STATE POWER TRADINGTHRU REGULATORY, TARIFF & INST. REFORMS, (II) SUPPORT PGC'S INST DEVT& HELP INTRO FINANCIAL PERFORMANCE TARGETS& COMM ARRANGMENTS FOR PGC(III) SUPPORT PGC IN IMPLEMENTATION OF ITS LEAST COST INVESTMENT PROG",3/23/93,1993,1993,2000,3/23/93,3/26/93,12/31/00,84380000,350000000,0.19,0.81,434380000,650000000,350000000,0,84380000,434380000,Specific Investment Loan,B,Not Applicable,N,1/15/13,Other
P010480,South Asia,India,Closed,BANK APPROVED,BOMBAY SEWAGE DISPOSAL,"Water, Sanitation and Waste Management",Sanitation,THE PROJECT WILL FINANCE THE CONSTRUCTION OF TWO MARINE OUTFALLS ANDTWO AERATED SEWERAGE LAGOONS TO IMPROVE ENVIRONMENTAL SANITATION INBOMBAY.,10/31/94,1995,1996,2003,7/6/95,3/22/96,12/31/03,0,170000000,0,1,170000000,273200000,145000000,25000000,0,170000000,Specific Investment Loan,A,Not Applicable,N,1/15/13,IBRD
P010498,South Asia,Sri Lanka,Closed,BANK APPROVED,ENERGY SERVICES DLVY,Energy and Extractives,Power,"PROMOTION OF PRIVATE SECTOR DEVELOPMENT OF COST-EFFECTIVE GRID ANDOFF-GRID ALTERNATIVE ENERGY SERVICE DELIVERY OPTIONS, INCLUDING SOLARPHOTOVOLTAIC HOME SYSTEMS, MINI/MICRO HYDRO INSTALLATIONS ANDDEMAND-SIDE MANAGEMENT APPLICATIONS.  A WIND POWER DEMONSTRATIONCOMPONENT MAY BE INCLUDED.",12/12/94,1997,1997,2002,3/18/97,7/22/97,12/31/02,25200000,24200000,0.51,0.49,49400000,55300000,0,24200000,0,24200000,Specific Investment Loan,B,Not Applicable,N,1/15/13,Other
