projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance,year_for_plr,totalcost_initial_adj1_plr,include,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,adb_funding_ratio,totalcost_initial_adj,totalcost_final_adj,project_size
30076,D,D,D,VIE,Southeast Asia,Viet Nam,C,B1,130.0,165.06,1998,2006,5.06,2.32,,,238.72,231.03,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2008,successful,highly relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,1998,1200.99,True,5359.46,2006,954.51,2420.2,0.5445710455764076,5359.46,2420.2,mega
30207,B,D,D,SRI,South Asia,Sri Lanka,B,B1,130.0,111.49,2002,2010,4.67,2.87,,,167.9,136.6,False,Energy,Energy sector development and institutional reform,na,na,less than successful,less than relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,nr,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2011,less than successful,less than relevant,less than effective,less than efficient,nr,less than satisfactory,less than satisfactory,satisfactory,2002,768.73,True,2599.97,2010,400.49,618.27,0.7742703990470517,2599.97,618.27,mega
30240,B,D,D,CAM,Southeast Asia,Cambodia,A,A,50.0,54.15,2002,2011,4.59,4.21,10.0,10,77.5,86.97,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2012,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2002,319.27,True,693.83,2011,257.41,320.19,0.6451612903225806,693.83,320.19,major
30255,A,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,25.0,27.48,2000,2008,4.4,2.95,5.0,5,37.5,38.01,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PPER,2009,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2000,211.05,True,678.09,2008,140.35,220.34,0.6666666666666666,678.09,220.34,major
30271,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,17.7,18.79,2004,2013,8.01,0.96,13.3,16.32,39.2,49.46,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2014,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2004,221.76,True,490.19,2013,142.49,166.87,0.45153061224489793,490.19,166.87,small
30286,B,D,D,VIE,Southeast Asia,Viet Nam,C,B1,53.22,51.89,2006,2015,5.62,2.75,,,66.72,68.91,True,Water,Urban sewerage,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2016,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2006,275.66,True,698.95,2015,205.1,231.32,0.7976618705035972,698.95,231.32,major
30303,B,D,D,IND,South Asia,India,B,B2,175.0,145.0,1999,2009,5.68,4.41,,,251.4,240.87,False,Water,"Urban policy, institutional and capacity development",na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2013,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,1999,1141.31,True,3308.19,2009,854.98,1421.19,0.6961018297533811,3308.19,1421.19,mega
30308,B,D,D,PHI,Southeast Asia,Philippines,C,C,175.0,163.0,2000,2009,5.54,3.09,,,150.0,98.0,False,Water,Renovation and protection of cultural heritage,na,na,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,satisfactory (policy loan); less than satisfactory (investment loan),satisfactory (policy loan); less than satisfactory (investment loan),satisfactory,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,satisfactory (policy loan); less than satisfactory (investment loan),satisfactory (policy loan); less than satisfactory (investment loan),satisfactory,satisfactory,PVR,2011,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,satisfactory (policy loan); less than satisfactory (investment loan),satisfactory (policy loan); less than satisfactory (investment loan),satisfactory,2000,480.43,True,913.95,2009,271.08,338.99,1.1666666666666667,913.95,338.99,major
30311,B,D,D,KGZ,Central and West Asia,Kyrgyz Republic,A,A,40.0,45.89,2001,2007,3.5,2.61,,,50.0,57.1,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PPER,2009,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,satisfactory,less than satisfactory,2001,322.0,True,1333.64,2007,219.13,604.63,0.8,1333.64,604.63,mega
30386,D,D,D,PRC,East Asia,China,C,B2,100.0,63.0,2001,2006,4.03,0.91,240.0,261.6,475.0,411.81,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2007,successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2001,1452.72,True,2734.47,2006,1150.04,1814.9,0.21052631578947367,2734.47,1814.9,mega
30403,A,D,D,PRC,East Asia,China,C,B2,117.4,114.64,2004,2011,4.53,1.58,20.5,20.4,237.0,288.6,True,Energy,Conventional energy generation,na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2013,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2004,697.4,True,1187.73,2011,529.09,621.61,0.49535864978902955,1187.73,621.61,mega
30424,A,D,D,PRC,East Asia,China,C,B2,250.0,248.46,2001,2010,4.59,3.78,181.0,362.39,757.0,965.5,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2001,2315.18,True,4357.89,2010,1962.84,2490.95,0.33025099075297226,4357.89,2490.95,mega
30451,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,20.0,20.72,1999,2008,6.62,2.08,,,25.0,23.43,False,Water,Urban water supply,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2009,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,1999,154.79,True,620.66,2008,86.51,135.82,0.8,620.66,135.82,major
30480,C,D,D,PHI,Southeast Asia,Philippines,C,C,296.0,234.91,1998,2008,5.04,4.88,175.99,170.89,347.3,241.87,False,Transportation,Transport policies and institutional development,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,satisfactory,PVR,2009,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,1998,1116.73,True,2390.4,2008,635.06,815.89,0.8522890872444572,2390.4,815.89,mega
30551,B,D,D,PHI,Southeast Asia,Philippines,C,C,30.0,19.53,2001,2009,6.76,1.39,6.0,6,60.0,40.33,False,Water,Other urban services,Transportation,Road transport (non-urban),less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2011,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2001,214.67,True,386.65,2009,111.56,139.51,0.5,386.65,139.51,small
31190,A,D,D,PRC,East Asia,China,C,B2,130.0,128.41,2000,2007,5.55,1.18,87.8,87.8,340.7,337.33,False,Water,Urban water supply; Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2009,successful,relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,2000,1041.76,True,2004.29,2007,855.47,1251.03,0.38156736131493985,2004.29,1251.03,mega
31197,B,D,D,KGZ,Central and West Asia,Kyrgyz Republic,A,A,30.0,8.16,2008,2013,4.66,0.29,,,37.5,9.83,False,Water,"Urban policy, institutional and capacity development",na,na,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,unsatisfactory,unsatisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,satisfactory,PVR,2014,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,2008,117.63,True,265.57,2013,30.98,44.5,0.8,265.57,44.5,small
31243,B,D,D,MON,East Asia,Mongolia,B,A,20.1,16.54,2002,2009,5.9,1.39,,,26.5,19.0,False,Water,Urban water supply,Energy,Energy utility services,less than successful,relevant,less than effective,nr,nr,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2011,less than successful,relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2002,189.76,True,1344.64,2009,79.41,216.29,0.7584905660377359,1344.64,216.29,mega
31280,B,D,D,SRI,South Asia,Sri Lanka,B,B1,56.5,60.29,2002,2009,5.53,0.87,8.5,7.9,92.5,102.2,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,highly efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PPER,2010,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2002,423.51,True,1432.38,2009,322.92,534.9,0.6108108108108108,1432.38,534.9,mega
31296,B,D,D,BAN,South Asia,Bangladesh,B,B1,198.9,164.2,2001,2010,4.79,4.11,,,402.1,333.76,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2012,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2001,1358.8,True,3908.19,2010,1042.43,1793.04,0.49465307137527975,3908.19,1793.04,mega
31304,B,D,D,BAN,South Asia,Bangladesh,B,B1,60.0,58.37,2002,2009,6.58,0.12,16.9,30,112.4,123.3,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,nr,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2002,395.15,True,1093.95,2009,405.41,747.15,0.5338078291814946,1093.95,747.15,mega
31324,B,D,D,IND,South Asia,India,B,B2,150.0,21.47,2002,2008,5.55,0.18,,,392.7,62.3,False,Energy,Energy sector development and institutional reform,na,na,less than successful,less than relevant,less than effective,inefficient,likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,less than satisfactory,PVR,2011,unsuccessful,less than relevant,ineffective,inefficient,less than likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,2002,1906.01,True,4979.37,2008,228.06,405.78,0.38197097020626436,4979.37,405.78,mega
31341,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,30.0,31.57,2003,2010,5.04,1.73,,,51.51,63.39,True,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2003,312.04,True,763.48,2010,212.38,314.57,0.5824111822947001,763.48,314.57,major
31352,B,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,16.0,18.42,2003,2010,6.51,0.93,,,20.0,21.1,True,Water,Urban solid waste management,na,na,successful,relevant,effective,highly efficient,less than likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2003,121.16,True,296.45,2010,70.69,104.7,0.8,296.45,104.7,small
31367,B,D,D,VIE,Southeast Asia,Viet Nam,C,B1,70.0,73.75,2001,2010,5.04,3.52,,,100.0,102.96,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2012,na,na,na,na,na,na,na,na,2001,527.7,True,2098.71,2010,329.66,522.11,0.7,2098.71,522.11,mega
31433,D,D,D,PHI,Southeast Asia,Philippines,C,B,191.4,43.3,1997,2005,4.54,2.76,43.6,66.3,304.2,199.9,False,Energy,Electricity transmission and distribution,na,na,less than successful,relevant,effective,nr,likely sustainable,unsatisfactory,unsatisfactory,less than satisfactory,na,na,na,na,na,na,na,na,na,PCR,2007,na,na,na,na,na,na,na,na,1997,769.99,True,1820.55,2005,702.51,1048.96,0.6291913214990138,1820.55,1048.96,mega
31435,B,D,D,IND,South Asia,India,B,B2,240.0,145.6,2001,2008,4.28,2.65,,,378.0,460.4,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2001,1846.14,True,5002.17,2008,1685.41,2998.82,0.6349206349206349,5002.17,2998.82,mega
31467,B,D,D,PNG,Pacific,Papua New Guinea,B,B2,15.35,12.21,2000,2008,4.8,3.12,1.8,,23.3,23.16,False,Water,Urban water supply,na,na,less than successful,relevant,less than effective,inefficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,inefficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,highly satisfactory,PVR,2011,less than successful,less than relevant,less than effective,inefficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2000,51.29,True,125.49,2008,35.32,50.65,0.6587982832618026,125.49,50.65,small
