id,regionname,countryshortname,project_name,sector1,sector2,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,duration_years,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,supplementprojectflg,projectfinancialtype
P111097,Eastern and Southern Africa,Uganda,Sustainable Management of Mineral Resources Additional Financing,Energy and Extractives,Mining,2008-07-30,2008,,2011,2008-09-23,,2011-12-31,3.3," 600,000 "," 5,000,000 ", 0.11 , 0.89 ," 5,600,000 "," 5,600,000 ", -   ," 5,000,000 ", -   ," 5,000,000 ",Specific Investment Loan,B,Y,IDA
P111161,South Asia,Sri Lanka,LK GPOBA - Access to Sanitation Project,"Water, Sanitation and Waste Management",Sanitation,2011-06-08,2011,2012,2019,2011-06-08,2012-06-22,2019-03-31,7.8," 13,116,000 ", -   , 1.00 , -   ," 13,116,000 "," 13,116,000 ",  ,  ," 5,080,000 "," 5,080,000 ",Investment Project Financing,Not Available,N,Grants
P111421,East Asia and Pacific,China,China: Anhui Medium Cities Urban Transport Project,Transportation,Urban Transport,2009-05-28,2010,2010,2017,2010-05-20,2010-11-09,2017-12-31,7.6," 168,720,000 "," 100,000,000 ", 0.63 , 0.37 ," 268,720,000 "," 268,720,000 "," 100,000,000 ", -   , -   ," 100,000,000 ",Investment Project Financing,B,N,IBRD
P111567,Eastern and Southern Africa,Rwanda,Rwanda Electricity Access Scale-up and Sector Wide Approach (SWAp) Development Project,Energy and Extractives,Renewable Energy Biomass,2009-01-07,2009,2010,2018,2009-10-15,2010-06-09,2018-03-30,8.5," 10,000,000 "," 70,000,000 ", 0.13 , 0.88 ," 80,000,000 "," 80,000,000 ", -   ," 70,000,000 "," 10,000,000 "," 80,000,000 ",Investment Project Financing,B,N,Other
P111598,Eastern and Southern Africa,Tanzania,Tanzania - Backbone Transmission Investment Project,Energy and Extractives,Energy Transmission and Distribution,2009-02-11,2010,2011,2016,2010-08-26,2011-03-30,2016-12-31,6.4," 318,450,000 "," 150,000,000 ", 0.68 , 0.32 ," 468,450,000 "," 468,449,984 ", -   ," 150,000,000 "," 300,270,016 "," 450,270,016 ",Investment Project Financing,Not Available,N,Other
P111757,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Yemen Water for Urban centers- Output-based service provision by private operators,"Water, Sanitation and Waste Management",Sanitation,2010-03-15,2010,2010,2016,2010-03-31,2010-09-28,2016-07-31,6.3," 14,000,000 ", -   , 1.00 , -   ," 14,000,000 "," 14,000,000 ",  ,  ," 5,000,000 "," 5,000,000 ",Specific Investment Loan,B,Y,Other
P111943,"Middle East, North Africa, Afghanistan, and Pakistan",Afghanistan,Afghanistan Power System Development Project,Energy and Extractives,Power,2008-10-22,2008,2009,2017,2008-10-22,2009-03-19,2017-05-31,8.6," 60,000,000 "," 1,000,000 ", 0.98 , 0.02 ," 61,000,000 "," 61,000,000 ", -   ," 1,000,000 "," 60,000,000 "," 61,000,000 ",Investment Project Financing,B,N,Grants
P112131,Western and Central Africa,Mauritania,Mauritania Road Corridor ACGF,Transportation,Rural and Inter-Urban Roads,2010-05-25,2010,2010,2015,2010-10-07,2010-12-30,2015-04-30,4.6," 87,140,000 ", -   , 1.00 , -   ," 87,140,000 "," 87,140,000 ",  ,  ," 77,640,000 "," 77,640,000 ",Investment Project Financing,B,N,Other
P112242,Europe and Central Asia,Albania,Privatization of the Power Distribution System Operator (OSSH) Partial Risk Guarantee,Energy and Extractives,Energy Transmission and Distribution,2009-03-17,2009,,2014,2009-05-05,,2014-12-31,5.7," 78,000,000 ", -   , 1.00 , -   ," 78,000,000 "," 78,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,N,IBRD
P112253,"Middle East, North Africa, Afghanistan, and Pakistan",Djibouti,"DJ- Power Access and Diversification, Additonal Financing",Energy and Extractives,Energy Transmission and Distribution,2010-03-30,2010,,2014,2010-06-15,,2014-12-31,4.5, -   ," 6,000,000 ", -   , 1.00 ," 6,000,000 "," 6,000,000 ", -   ," 6,000,000 ", -   ," 6,000,000 ",Specific Investment Loan,B,Y,IDA
P112329,Western and Central Africa,Nigeria,EarthCare Solid Waste Composting Project,"Water, Sanitation and Waste Management",Waste Management,2010-03-05,2010,2010,2019,2010-06-29,2010-07-19,2019-12-31,9.5," 7,125,000 ", -   , 1.00 , -   ," 7,125,000 "," 7,125,000 ",  ,  ," 7,125,000 "," 7,125,000 ",Investment Project Financing,B,N,Grants
P112340,Eastern and Southern Africa,Uganda,UG: Energy for Rural Transformation APL-2 (GEF),Energy and Extractives,Renewable Energy Biomass,2008-11-19,2009,2009,2017,2009-04-06,2009-11-25,2017-06-30,8.2," 18,000,000 "," 75,000,000 ", 0.19 , 0.81 ," 93,000,000 "," 93,000,000 ",  ,  ," 9,000,000 "," 9,000,000 ",Adaptable Program Loan,B,Y,Other
P112359,East Asia and Pacific,China,NanGuang Railway Project,Transportation,Railways,2009-03-18,2009,2009,2015,2009-06-24,2009-12-21,2015-06-30,6.0," 5,685,000,200 "," 300,000,000 ", 0.95 , 0.05 ," 5,985,000,200 "," 5,984,999,900 "," 300,000,000 ", -   , -   ," 300,000,000 ",Investment Project Financing,A,N,Other
P112516,Eastern and Southern Africa,Botswana,Botswana - Morupule B Generation and Transmission Project,Energy and Extractives,Mining,2009-01-22,2009,2010,2015,2009-10-29,2010-08-09,2015-09-09,5.9," 1,525,599,940 "," 136,400,000 ", 0.92 , 0.08 ," 1,661,999,940 "," 1,662,000,000 "," 136,400,000 ", -   ," 203,000,000 "," 339,400,000 ",Investment Project Financing,A,N,IBRD
P112578,Europe and Central Asia,Turkiye,Private Sector Renewable Energy and Energy Efficiency Project,Energy and Extractives,Renewable Energy Biomass,2008-11-19,2009,2009,2016,2009-05-28,2009-08-12,2016-12-31,7.6," 650,000,000 "," 500,000,000 ", 0.57 , 0.43 ," 1,150,000,000 "," 1,150,000,000 "," 500,000,000 ", -   ," 100,000,000 "," 600,000,000 ",Investment Project Financing,F,N,Other
P112626,East Asia and Pacific,China,Liuzhou Environment Management Project Phase II,"Water, Sanitation and Waste Management",Sanitation,2011-02-07,2011,2011,2018,2011-03-10,2011-08-23,2018-05-31,7.2," 138,390,000 "," 150,000,000 ", 0.48 , 0.52 ," 288,390,000 "," 288,390,016 "," 150,000,000 ", -   , -   ," 150,000,000 ",Investment Project Financing,A,N,Other
P112632,East Asia and Pacific,Indonesia,Cofinancing Grant to PNPM for Decentralized Management of Natural Resources and Renewable Energy,Energy and Extractives,Renewable energy,2008-10-15,2008,2008,2012,2008-10-15,2008-12-24,2012-12-31,4.2," 16,000,000 ", -   , 1.00 , -   ," 16,000,000 "," 16,000,000 ",  ,  ," 16,000,000 "," 16,000,000 ",Specific Investment Loan,B,N,Grants
P112798,South Asia,India,Power System Development IV - Additional Financing,Energy and Extractives,Energy Transmission and Distribution,2008-09-03,2008,,2014,2008-10-21,,2014-07-31,5.8," 1,714,000,000 "," 400,000,000 ", 0.81 , 0.19 ," 2,114,000,000 "," 2,114,000,000 "," 400,000,000 ", -   , -   ," 400,000,000 ",Specific Investment Loan,A,Y,IBRD
P112838,East Asia and Pacific,China,China Wuhan Second Urban Transport,Transportation,Urban Transport,2009-02-25,2010,2010,2018,2010-03-30,2010-09-07,2018-08-31,8.4," 510,710,016 "," 50,000,000 ", 0.91 , 0.09 ," 560,710,016 "," 1,173,299,970 "," 50,000,000 ", -   , -   ," 50,000,000 ",Investment Project Financing,B,N,Other
P112893,South Asia,Nepal,Kabeli Transmission Project,Energy and Extractives,Renewable Energy Hydro,2010-04-30,2011,2011,2016,2011-05-10,2011-09-21,2016-12-31,5.6," 9,690,000 "," 38,000,000 ", 0.20 , 0.80 ," 47,690,000 "," 47,690,000 ", -   ," 38,000,000 ", -   ," 38,000,000 ",Investment Project Financing,B,N,IDA
P112956,Western and Central Africa,Nigeria,Nigeria Lagos Urban Transport Project 2,Transportation,Urban Transport,2009-07-16,2010,2011,2017,2010-06-29,2011-05-16,2017-05-31,6.9," 135,000,000 "," 190,000,000 ", 0.42 , 0.58 ," 325,000,000 "," 325,000,000 ", -   ," 190,000,000 "," 100,000,000 "," 290,000,000 ",Investment Project Financing,B,N,Other
P112963,South Asia,Bangladesh,Additional Financing For Rural Electrification and Renewable Energy Development Project,Energy and Extractives,Renewable Energy Biomass,2009-05-27,2009,,2012,2009-08-04,,2012-12-31,3.4," 240,000,000 "," 130,000,000 ", 0.65 , 0.35 ," 370,000,000 "," 370,000,000 ", -   ," 130,000,000 "," 148,700,000 "," 278,700,000 ",Specific Investment Loan,B,Y,Grants
P113099,Western and Central Africa,Liberia,LR-Urban and Rural Infrastructure Rehabilitation Project,Transportation,Urban Transport,2009-04-20,2009,2009,2017,2009-04-21,2009-07-21,2017-06-30,8.2," 45,600,000 "," 83,600,000 ", 0.35 , 0.65 ," 129,200,000 "," 129,200,000 ", -   ," 83,600,000 "," 45,600,000 "," 129,200,000 ",Investment Project Financing,B,N,IDA
P113145,Western and Central Africa,Benin,Benin Emergency Urban Env. Project,"Water, Sanitation and Waste Management",Sanitation,2011-04-03,2011,2011,2017,2011-04-26,2011-12-13,2017-10-31,6.5, -   ," 50,000,000 ", -   , 1.00 ," 50,000,000 "," 50,000,000 ", -   ," 50,000,000 ", -   ," 50,000,000 ",Investment Project Financing,B,N,IDA
P113151,East Asia and Pacific,Viet Nam,Vietnam Industrial Pollution Management Project,"Water, Sanitation and Waste Management",Sanitation,2010-07-06,2012,2013,2018,2012-10-25,2013-03-25,2018-09-30,5.9," 8,850,000 "," 50,000,000 ", 0.15 , 0.85 ," 58,850,000 "," 58,850,000 ", -   ," 50,000,000 ", -   ," 50,000,000 ",Investment Project Financing,A,N,IDA
P113159,East Asia and Pacific,Philippines,Additional Financing for Rural Power,Energy and Extractives,Renewable Energy Biomass,2008-10-27,2009,,2012,2009-04-14,,2012-12-31,3.7," 8,356,000 "," 40,000,000 ", 0.17 , 0.83 ," 48,356,000 "," 48,356,000 "," 40,000,000 ", -   ," 578,000 "," 40,578,000 ",Adaptable Program Loan,F,Y,IBRD
P113416,"Middle East, North Africa, Afghanistan, and Pakistan","Egypt, Arab Republic of",Egypt - Wind Power Development Project,Energy and Extractives,Renewable Energy Biomass,2009-09-23,2010,2010,2019,2010-06-15,2010-01-04,2019-06-30,9.0," 733,500,000 "," 70,000,000 ", 0.91 , 0.09 ," 803,500,000 "," 803,500,030 "," 70,000,000 ", -   ," 221,200,000 "," 291,200,000 ",Investment Project Financing,B,N,Grants
P113495,East Asia and Pacific,Viet Nam,Rural Energy II-Additional Financing,Energy and Extractives,Energy Transmission and Distribution,2009-04-01,2009,,2014,2009-05-21,,2014-06-30,5.1," 50,600,000 "," 200,000,000 ", 0.20 , 0.80 ," 250,600,000 "," 250,600,000 ", -   ," 200,000,000 ", -   ," 200,000,000 ",Specific Investment Loan,B,Y,Other
P113554,East Asia and Pacific,Viet Nam,International Road Assessment Program in Vietnam,Transportation,Rural and Inter-Urban Roads,,,2008,2010,,2008-10-10,2010-01-31,1.3," 405,734 ", -   , 1.00 , -   ," 405,734 "," 405,734 ",  ,  ," 405,734 "," 405,734 ",Investment Project Financing,C,N,Grants
P113977,Eastern and Southern Africa,"Congo, Democratic Republic of",DRC Phase II: Extractive Industries Transparency Initiative,Energy and Extractives,Mining,2012-12-18,2012,2013,2015,2012-12-18,2013-09-13,2015-12-31,3.0," 500,000 ", -   , 1.00 , -   ," 500,000 "," 500,000 ",  ,  ," 500,000 "," 500,000 ",Investment Project Financing,C,N,Grants
P114008,Latin America and Caribbean,Argentina,AR-GEF Sustainable and Transport and Air Quality Project,Transportation,Urban Transport,2008-09-03,2008,2010,2014,2008-11-04,2010-08-03,2014-10-31,6.0," 11,869,000 ", -   , 1.00 , -   ," 11,869,000 "," 11,869,000 ",  ,  ," 3,987,000 "," 3,987,000 ",Investment Project Financing,B,N,Other
P114018,Latin America and Caribbean,Argentina,AR- Provincial Road Infrastructure Project Additional Financing,Transportation,Rural and Inter-Urban Roads,2009-07-15,2010,,2017,2010-01-12,,2017-06-30,7.5," 58,000,000 "," 175,000,000 ", 0.25 , 0.75 ," 233,000,000 "," 233,000,000 "," 175,000,000 ", -   , -   ," 175,000,000 ",Specific Investment Loan,B,Y,Other
P114069,East Asia and Pacific,China,Shandong Energy Efficiency Project,Energy and Extractives,Renewable Energy Biomass,2011-06-09,2011,2011,2018,2011-06-09,2011-11-25,2018-12-31,7.6," 167,100,000 "," 150,000,000 ", 0.53 , 0.47 ," 317,100,000 "," 317,100,000 "," 150,000,000 ", -   , -   ," 150,000,000 ",Investment Project Financing,B,N,Other
P114111,Western and Central Africa,Central African Republic,CAR - Emergency Power Response Project,Energy and Extractives,Renewable Energy Hydro,2008-12-29,2009,2009,2017,2009-02-17,2009-06-03,2017-04-28,8.2, -   ," 8,000,000 ", -   , 1.00 ," 8,000,000 "," 8,000,000 ", -   ," 8,000,000 ", -   ," 8,000,000 ",Investment Project Financing,B,N,IDA
P114204,Latin America and Caribbean,Brazil,ELETROBRAS Distribution Rehabilitation,Energy and Extractives,Energy Transmission and Distribution,2009-09-13,2010,2011,2017,2010-06-03,2011-05-23,2017-12-29,7.6," 214,300,000 "," 495,000,000 ", 0.30 , 0.70 ," 709,300,000 "," 709,299,970 "," 495,000,000 ", -   , -   ," 495,000,000 ",Investment Project Financing,B,N,IBRD
P114277,Western and Central Africa,Nigeria,Nigeria Electricity and Gas Improvement Project (NEGIP),Energy and Extractives,Oil and Gas,2009-06-16,2009,,2018,2009-06-16,,2018-12-31,9.5," 400,000,000 ", -   , 1.00 , -   ," 400,000,000 "," 400,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,Y,IDA
P114304,Europe and Central Asia,Czechia,CZ - GREEN INVESTMENT SCHEME,Energy and Extractives,Oil and Gas,2010-04-23,2010,2010,2015,2010-05-28,2010-05-28,2015-04-30,4.9," 60,000,000 ", -   , 1.00 , -   ," 60,000,000 "," 60,000,000 ",  ,  ," 24,500,000 "," 24,500,000 ",,,N,Other
P114325,Latin America and Caribbean,Colombia,Integrated Mass Transit Systems Second Additional Financing,Transportation,Urban Transport,2009-05-06,2009,,2012,2009-08-04,,2012-12-31,3.4," 150,000,000 "," 300,000,000 ", 0.33 , 0.67 ," 450,000,000 "," 450,000,000 "," 300,000,000 ", -   , -   ," 300,000,000 ",Specific Investment Loan,B,Y,IBRD
P114409,Europe and Central Asia,Armenia,GEOFUND 2: ARMENIA GEOTHERMAL PROJECT,Energy and Extractives,Renewable Energy Biomass,2008-12-18,2009,2009,2012,2009-02-24,2009-04-28,2012-09-30,3.6," 1,800,000 ", -   , 1.00 , -   ," 1,800,000 "," 1,800,000 ",  ,  ," 1,500,000 "," 1,500,000 ",Adaptable Program Loan,C,N,Other
P114515,Europe and Central Asia,Belarus,Integrated Solid Waste Management Project,"Water, Sanitation and Waste Management",Waste Management,2009-04-14,2010,2010,2017,2010-06-17,2010-10-06,2017-06-30,7.0," 27,430,000 "," 42,506,000 ", 0.39 , 0.61 ," 69,936,000 "," 69,936,000 "," 42,506,000 ", -   , -   ," 42,506,000 ",Investment Project Financing,A,N,Other
P114762,Western and Central Africa,Nigeria,Lagos Urban Transport Project 2,Transportation,Urban Transport,2009-07-16,2010,2010,2017,2010-06-29,2010-11-25,2017-05-31,6.9," 4,500,000 "," 190,000,000 ", 0.02 , 0.98 ," 194,500,000 "," 194,500,000 ",  ,  ," 4,500,000 "," 4,500,000 ",Specific Investment Loan,A,Y,
P114782,Africa,"Congo, Democratic Republic of",Additonal Financing for the Regional and Domestic Power Market Project,Energy and Extractives,Renewable Energy Hydro,2011-04-11,2011,,2018,2011-06-28,,2018-06-30,7.0," 97,000,000 "," 283,000,000 ", 0.26 , 0.74 ," 380,000,000 "," 380,000,000 ", -   ," 283,000,000 "," 86,000,000 "," 369,000,000 ",Adaptable Program Loan,B,Y,IDA
P114875,East Asia and Pacific,Viet Nam,Second Transmission and Distribution Project  Additional Financing,Energy and Extractives,Energy Transmission and Distribution,2010-12-14,2011,,2014,2011-03-29,,2014-06-30,3.3," 192,400,000 "," 180,000,000 ", 0.52 , 0.48 ," 372,400,000 "," 372,400,000 "," 180,000,000 ", -   , -   ," 180,000,000 ",Specific Investment Loan,B,Y,IBRD
P114936,Latin America and Caribbean,Haiti,HT SPF Rural Water and Sanitation Project,"Water, Sanitation and Waste Management",Sanitation,2008-11-25,2008,2009,2013,2008-11-25,2009-04-02,2013-11-30,5.0," 5,000,000 ", -   , 1.00 , -   ," 5,000,000 "," 5,000,000 ",  ,  ," 5,000,000 "," 5,000,000 ",Investment Project Financing,B,N,Grants
P114943,Western and Central Africa,Guinea,Improvement of Extractive Industries Management in Guinea,Energy and Extractives,Renewable Energy Biomass,2008-10-29,2008,,2013,2008-10-29,,2013-04-30,4.5," 723,500 ", -   , 1.00 , -   ," 723,500 "," 723,500 ",  ,  ," 723,500 "," 723,500 ",Investment Project Financing,C,N,Grants
P115314,"Middle East, North Africa, Afghanistan, and Pakistan",Tunisia,TN-CBF Sidi Daoud Wind Farm Project,Energy and Extractives,Renewable Energy Biomass,2009-08-04,2010,2013,2015,2010-04-05,2013-01-07,2015-12-31,5.7," 5,000,000 ", -   , 1.00 , -   ," 5,000,000 "," 5,000,000 ",  ,  ," 5,000,000 "," 5,000,000 ",,,N,Grants
P115401,Africa,Sub-Saharan Africa (excluding high income),Energy Small and Medium Size Enterprise,Energy and Extractives,Power,2009-03-19,2009,2009,2014,2009-03-19,2009-06-19,2014-10-31,5.6," 30,000,000 ", -   , 1.00 , -   ," 30,000,000 "," 30,000,000 ",  ,  ," 30,000,000 "," 30,000,000 ",Investment Project Financing,C,N,Grants
P115515,Europe and Central Asia,Ukraine,HYDROPOWER - ADDITIONAL FINANCING,Energy and Extractives,Renewable Energy Hydro,2009-04-02,2009,,2016,2009-11-19,,2016-06-30,6.6," 6,000,000 "," 60,000,000 ", 0.09 , 0.91 ," 66,000,000 "," 66,000,000 "," 60,000,000 ", -   , -   ," 60,000,000 ",Specific Investment Loan,B,Y,Other
P115565,Western and Central Africa,Nigeria,Additional Financing for National Urban Water Sector Reform Project,"Water, Sanitation and Waste Management",Water Supply,2010-06-29,2010,,2013,2010-06-29,,2013-09-30,3.3, -   ," 80,000,000 ", -   , 1.00 ," 80,000,000 "," 80,000,000 ", -   ," 80,000,000 ", -   ," 80,000,000 ",Specific Investment Loan,C,Y,IDA
P115566,South Asia,India,Fifth Power System Development Project,Energy and Extractives,Energy Transmission and Distribution,2009-02-03,2009,2010,2019,2009-09-22,2010-01-08,2019-05-31,9.7," 562,000,000 "," 1,000,000,000 ", 0.36 , 0.64 ," 1,562,000,000 "," 1,562,000,000 "," 1,000,000,000 ", -   , -   ," 1,000,000,000 ",Investment Project Financing,A,N,IBRD
P115658,Western and Central Africa,Nigeria,Second National Urban Water Sector Reform Project (Additional Financing),"Water, Sanitation and Waste Management",Water Supply,2012-06-19,2012,,2016,2012-06-19,,2016-05-31,4.0, -   ," 120,000,000 ", -   , 1.00 ," 120,000,000 "," 120,000,000 ", -   ," 120,000,000 ", -   ," 120,000,000 ",Sector Investment and Maintenance Loan,B,Y,IDA
P115664,Western and Central Africa,Liberia,Emergency Monrovia Urban Sanitation Project (EMUS),"Water, Sanitation and Waste Management",Waste Management,2009-07-10,2009,2009,2016,2009-11-13,2009-12-10,2016-12-30,7.1," 18,400,000 ", 1 , 1.00 , -   ," 18,400,001 "," 18,400,000 ", -   , 1 ," 18,400,000 "," 18,400,000 ",Investment Project Financing,B,N,IDA
P115695,East Asia and Pacific,China,China: Bayannaoer Water & Environment Comprehensive Management Project,"Water, Sanitation and Waste Management",Water Supply,2009-12-23,2011,2011,2018,2011-05-24,2011-10-27,2018-12-31,7.6," 84,500,000 "," 80,000,000 ", 0.51 , 0.49 ," 164,500,000 "," 164,500,000 "," 80,000,000 ", -   , -   ," 80,000,000 ",Investment Project Financing,A,N,IBRD
P116190,South Asia,Nepal,NP Power Add Financing,Energy and Extractives,Renewable Energy Hydro,2009-03-09,2009,,2013,2009-06-18,,2013-12-31,4.5," 15,000,000 "," 57,092,079 ", 0.21 , 0.79 ," 72,092,079 "," 104,200,000 ", -   ," 57,092,080 ", -   ," 57,092,080 ",Specific Investment Loan,B,Y,Other
P116194,"Middle East, North Africa, Afghanistan, and Pakistan","Egypt, Arab Republic of",EG-Giza North Power Project,Energy and Extractives,Non-Renewable Energy Generation,2009-09-22,2010,2011,2017,2010-06-08,2011-08-12,2017-12-31,7.6," 812,110,016 "," 840,000,000 ", 0.49 , 0.51 ," 1,652,110,016 "," 1,652,109,950 "," 840,000,000 ", -   ," 337,000,000 "," 1,176,999,940 ",Investment Project Financing,A,N,Other
P116198,"Middle East, North Africa, Afghanistan, and Pakistan","Egypt, Arab Republic of",EG-Giza North Additional Financing,Energy and Extractives,Oil and Gas,2011-09-19,2012,,2017,2012-02-14,,2017-12-31,5.9," 524,000,000 "," 240,000,000 ", 0.69 , 0.31 ," 764,000,000 "," 764,000,000 "," 240,000,000 ", -   ," 164,000,000 "," 404,000,000 ",Specific Investment Loan,A,Y,Other
P116236,East Asia and Pacific,Indonesia,PAMSIMAS Support Trust Fund,"Water, Sanitation and Waste Management",Sanitation,2009-05-26,2009,2009,2017,2009-05-26,2009-09-10,2017-09-30,8.4," 46,411,292 ", -   , 1.00 , -   ," 46,411,292 "," 46,411,292 ",  ,  ," 46,411,292 "," 46,411,292 ",Investment Project Financing,B,N,Grants
P116455,Eastern and Southern Africa,Ethiopia,Ethiopia: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Mining,2014-09-24,2014,2014,2017,2014-09-24,2014-10-29,2017-11-30,3.2," 300,000 ", -   , 1.00 , -   ," 300,000 "," 300,000 ",  ,  ," 300,000 "," 300,000 ",Investment Project Financing,C,N,Grants
