term,subcategory,subcat_sim,category,category_display,pillar,is_seed
cost_sharing,Cost Analysis & Valuation,0.6001128554344177,DIM2_3,G2,G,False
counseling,Workplace Health & Safety,0.5565200448036194,ESS2,S1,S,False
counterpart_fund,Bidding & Contract Management,0.4028167724609375,DIM6,G3,G,False
counterpart_funding,Bidding & Contract Management,0.5214521288871765,DIM6,G3,G,False
counterpart_funds,Bidding & Contract Management,0.42403948307037354,DIM6,G3,G,False
country_assistance_strategy,Strategic Plan,0.5585858225822449,DIM1,G1,G,False
court,Accountability & Integrity,0.47966650128364563,DIM8_9,G5,G,False
courts,Accountability & Integrity,0.415791779756546,DIM8_9,G5,G,False
covenants,Accountability & Integrity,0.4107966423034668,DIM8_9,G5,G,False
credentials,Accountability & Integrity,0.4503331780433655,DIM8_9,G5,G,False
crises,Workplace Health & Safety,0.5044307708740234,ESS2,S1,S,False
critical_risks,Safety Assessment & Standards,0.671049952507019,ESS4,S2,S,False
criticism,Accountability & Integrity,0.43703436851501465,DIM8_9,G5,G,False
cross_subsidies,Economic Efficiency & Benefits,0.5305244326591492,DIM2_3,G2,G,False
cross_subsidy,Economic Efficiency & Benefits,0.530519425868988,DIM2_3,G2,G,False
crude_oil,Energy Efficiency,0.5303705930709839,ESS3_R,E2,E,False
cubic_meter,Water Resources & Conservation,0.4898076355457306,ESS3_R,E2,E,False
cubic_meters,Water Resources & Conservation,0.4881829619407654,ESS3_R,E2,E,False
cultural,Indigenous Peoples,0.526061475276947,ESS7,S4,S,False
cultural_property,Cultural Heritage,0.725429892539978,ESS8,S5,S,False
cultural_relics,Cultural Heritage,0.8109724521636963,ESS8,S5,S,False
cultural_resources,Cultural Heritage,0.7467004060745239,ESS8,S5,S,False
current_budget_balance,Fiscal Management & Sustainability,0.605878472328186,DIM2_3,G2,G,False
curtailment,Accountability & Integrity,0.4865054786205292,DIM8_9,G5,G,False
damages,Accountability & Integrity,0.5272163152694702,DIM8_9,G5,G,False
dangerous,Accidents & Hazards,0.5139265656471252,ESS4,S2,S,False
de_silting,Water Resources & Conservation,0.4826740026473999,ESS3_R,E2,E,False
de_watering,Water Resources & Conservation,0.6159622073173523,ESS3_R,E2,E,False
death,Workplace Health & Safety,0.5407736301422119,ESS2,S1,S,False
debris,Waste Management & Disposal,0.5119304656982422,ESS3_P,E1,E,False
debt,Fiscal Management & Sustainability,0.5727213621139526,DIM2_3,G2,G,False
debt_equity,Fiscal Management & Sustainability,0.5300600528717041,DIM2_3,G2,G,False
debt_financing,Fiscal Management & Sustainability,0.5953601598739624,DIM2_3,G2,G,False
debt_service_coverage,Fiscal Management & Sustainability,0.4972178637981415,DIM2_3,G2,G,False
debt_service_obligations,Fiscal Management & Sustainability,0.5425835847854614,DIM2_3,G2,G,False
debt_service_payments,Fiscal Management & Sustainability,0.5431879758834839,DIM2_3,G2,G,False
debt_service_ratio,Fiscal Management & Sustainability,0.4820312261581421,DIM2_3,G2,G,False
debts,Fiscal Management & Sustainability,0.5211851000785828,DIM2_3,G2,G,False
declaration,Accountability & Integrity,0.42119142413139343,DIM8_9,G5,G,False
decree,Accountability & Integrity,0.4173872768878937,DIM8_9,G5,G,False
defect_liability_period,Cost Analysis & Valuation,0.438050240278244,DIM2_3,G2,G,False
deficit,Fiscal Management & Sustainability,0.5998544692993164,DIM2_3,G2,G,False
deficits,Fiscal Management & Sustainability,0.6397807598114014,DIM2_3,G2,G,False
deforestation,Forestry & Forest Management,0.7012748718261719,ESS6,E3,E,False
degradation,Waste Management & Disposal,0.49782517552375793,ESS3_P,E1,E,False
demand_responsive,Energy Efficiency,0.41744235157966614,ESS3_R,E2,E,False
demolition,Waste Management & Disposal,0.5001362562179565,ESS3_P,E1,E,False
departmental,Institutional Capacity,0.45174941420555115,DIM1,G1,G,False
departments,Institutional Capacity,0.4283583164215088,DIM1,G1,G,False
depreciation,Cost Analysis & Valuation,0.547204852104187,DIM2_3,G2,G,False
depression,Workplace Health & Safety,0.5016732811927795,ESS2,S1,S,False
design_institutes,Institutional Capacity,0.4741213619709015,DIM1,G1,G,False
destruction,Workplace Health & Safety,0.5154858231544495,ESS2,S1,S,False
desulfurization,Emissions & Hazardous Pollutants,0.43188387155532837,ESS3_P,E1,E,False
devaluation,Fiscal Management & Sustainability,0.40985044836997986,DIM2_3,G2,G,False
development_objectives,Strategic Plan,0.524422287940979,DIM1,G1,G,False
development_plan,Strategic Plan,0.6045386791229248,DIM1,G1,G,False
development_planning,Strategic Plan,0.6211557984352112,DIM1,G1,G,False
development_plans,Strategic Plan,0.5689999461174011,DIM1,G1,G,False
development_strategy,Strategic Plan,0.6067938804626465,DIM1,G1,G,False
diagnosis,Disease & Health Risks,0.5288073420524597,ESS4,S2,S,False
dialog,Dispute Resolution,0.41021472215652466,DIM7,G4,G,False
diarrhea,Disease & Health Risks,0.42909005284309387,ESS4,S2,S,False
diesel,Emissions & Hazardous Pollutants,0.5011447668075562,ESS3_P,E1,E,False
diesel_based,Emissions & Hazardous Pollutants,0.477704793214798,ESS3_P,E1,E,False
diesel_powered,Energy Efficiency,0.5367576479911804,ESS3_R,E2,E,False
different_expenditure_categories,Fiscal Management & Sustainability,0.658359706401825,DIM2_3,G2,G,False
different_procurement_methods,Procurement Systems & Processes,0.7839220762252808,DIM6,G3,G,False
diligence,Accountability & Integrity,0.5177799463272095,DIM8_9,G5,G,False
dilution,Water Resources & Conservation,0.45763978362083435,ESS3_R,E2,E,False
direct_contracting,Bidding & Contract Management,0.447092741727829,DIM6,G3,G,False
direct_payment,Bidding & Contract Management,0.5614535808563232,DIM6,G3,G,False
direct_payments,Bidding & Contract Management,0.5468884110450745,DIM6,G3,G,False
directorate,Institutional Capacity,0.47548454999923706,DIM1,G1,G,False
dirt,Waste Management & Disposal,0.4344978928565979,ESS3_P,E1,E,False
disagreement,Dispute Resolution,0.437713623046875,DIM7,G4,G,False
disagreements,Dispute Resolution,0.5680612325668335,DIM7,G4,G,False
disaster,Accidents & Hazards,0.5506758093833923,ESS4,S2,S,False
disasters,Accidents & Hazards,0.6922315955162048,ESS4,S2,S,False
disbursement_arrangements,Bidding & Contract Management,0.5086294412612915,DIM6,G3,G,False
disbursement_procedures,Procurement Systems & Processes,0.5294803380966187,DIM6,G3,G,False
disbursement_schedule,Bidding & Contract Management,0.4639628231525421,DIM6,G3,G,False
disbursements,Fiscal Management & Sustainability,0.5062129497528076,DIM2_3,G2,G,False
discharge,Waste Management & Disposal,0.40153247117996216,ESS3_P,E1,E,False
disciplinary,Workplace Health & Safety,0.5716825127601624,ESS2,S1,S,False
discipline,Workplace Health & Safety,0.6274561882019043,ESS2,S1,S,False
disciplines,Workplace Health & Safety,0.5234575271606445,ESS2,S1,S,False
disclosure,Transparency & Disclosure,0.7054731845855713,DIM8_9,G5,G,False
disclosures,Transparency & Disclosure,0.715418815612793,DIM8_9,G5,G,False
discretion,Accountability & Integrity,0.513992965221405,DIM8_9,G5,G,False
discretionary,Accountability & Integrity,0.4755063056945801,DIM8_9,G5,G,False
discrimination,Workplace Health & Safety,0.5393461585044861,ESS2,S1,S,False
disease,Disease & Health Risks,0.7720044255256653,ESS4,S2,S,False
disinfection,Pest & Vector Management,0.4778050184249878,ESS3_P,E1,E,False
disposable,Waste Management & Disposal,0.5465050339698792,ESS3_P,E1,E,False
disposals,Waste Management & Disposal,0.8088380098342896,ESS3_P,E1,E,False
disputes,Dispute Resolution,0.6135628819465637,DIM7,G4,G,False
disruptions,Accidents & Hazards,0.5436950922012329,ESS4,S2,S,False
disturbance,Grievance Mechanisms,0.5355331301689148,ESS2,S1,S,False
disturbances,Grievance Mechanisms,0.525813639163971,ESS2,S1,S,False
diverse,Biodiversity Conservation,0.446445107460022,ESS6,E3,E,False
diversification,Biodiversity Conservation,0.4295066297054291,ESS6,E3,E,False
diversion,Accountability & Integrity,0.4998509883880615,DIM8_9,G5,G,False
diversions,Accountability & Integrity,0.5155016779899597,DIM8_9,G5,G,False
diversity,Biodiversity Conservation,0.4955095946788788,ESS6,E3,E,False
divestiture,Dispute Resolution,0.4827195405960083,DIM7,G4,G,False
dividends,Fiscal Management & Sustainability,0.41888347268104553,DIM2_3,G2,G,False
documentation,Transparency & Disclosure,0.42766937613487244,DIM8_9,G5,G,False
domestic_inflation,Fiscal Management & Sustainability,0.5221318006515503,DIM2_3,G2,G,False
donor_financed,Fiscal Management & Sustainability,0.5490983128547668,DIM2_3,G2,G,False
donor_funded,Bidding & Contract Management,0.5239618420600891,DIM6,G3,G,False
draft_bidding_documents,Bidding & Contract Management,0.6198696494102478,DIM6,G3,G,False
drainage,Water Resources & Conservation,0.5266582369804382,ESS3_R,E2,E,False
drainage_system,Water Resources & Conservation,0.6893163323402405,ESS3_R,E2,E,False
drainage_systems,Water Resources & Conservation,0.6825702786445618,ESS3_R,E2,E,False
drainage_works,Water Resources & Conservation,0.6291066408157349,ESS3_R,E2,E,False
drinking_water,Water Resources & Conservation,0.7902785539627075,ESS3_R,E2,E,False
drinking_water_supply,Water Resources & Conservation,0.8103463053703308,ESS3_R,E2,E,False
drought,Water Resources & Conservation,0.46082884073257446,ESS3_R,E2,E,False
droughts,Water Resources & Conservation,0.48449021577835083,ESS3_R,E2,E,False
dung,Waste Management & Disposal,0.4376894533634186,ESS3_P,E1,E,False
dust,Emissions & Hazardous Pollutants,0.4355826675891876,ESS3_P,E1,E,False
duties,Labor Management & Employment,0.5327555537223816,ESS2,S1,S,False
dwellers,Indigenous Peoples,0.46115735173225403,ESS7,S4,S,False
dwellings,Land Acquisition & Property Rights,0.486059308052063,ESS5,S3,S,False
earnings,Labor Management & Employment,0.49080517888069153,ESS2,S1,S,False
earthquake,Accidents & Hazards,0.5675963759422302,ESS4,S2,S,False
earthquakes,Accidents & Hazards,0.5366079807281494,ESS4,S2,S,False
earthwork,Cultural Heritage,0.44960054755210876,ESS8,S5,S,False
ecological,Habitats & Ecosystems,0.6814977526664734,ESS6,E3,E,False
ecology,Habitats & Ecosystems,0.6831938624382019,ESS6,E3,E,False
economic,Economic Efficiency & Benefits,0.5864999294281006,DIM2_3,G2,G,False
economic_activities,Economic Efficiency & Benefits,0.6129534840583801,DIM2_3,G2,G,False
economic_activity,Economic Efficiency & Benefits,0.6446894407272339,DIM2_3,G2,G,False
economic_analysis,Economic Efficiency & Benefits,0.6572774648666382,DIM2_3,G2,G,False
economic_benefit,Economic Efficiency & Benefits,0.797069787979126,DIM2_3,G2,G,False
economic_cost,Economic Efficiency & Benefits,0.7061119079589844,DIM2_3,G2,G,False
economic_costs,Economic Efficiency & Benefits,0.7008197903633118,DIM2_3,G2,G,False
economic_crisis,Fiscal Management & Sustainability,0.5121623277664185,DIM2_3,G2,G,False
economic_development,Economic Efficiency & Benefits,0.6334657669067383,DIM2_3,G2,G,False
economic_evaluation,Economic Efficiency & Benefits,0.7084124684333801,DIM2_3,G2,G,False
economic_feasibility,Economic Efficiency & Benefits,0.5820276141166687,DIM2_3,G2,G,False
economic_growth,Economic Efficiency & Benefits,0.630842387676239,DIM2_3,G2,G,False
economic_internal_rate,Economic Efficiency & Benefits,0.491258442401886,DIM2_3,G2,G,False
economic_prices,Economic Efficiency & Benefits,0.5991140604019165,DIM2_3,G2,G,False
economic_rate,Economic Efficiency & Benefits,0.6082080006599426,DIM2_3,G2,G,False
economic_rates,Economic Efficiency & Benefits,0.5979317426681519,DIM2_3,G2,G,False
economic_return,Economic Efficiency & Benefits,0.6701472997665405,DIM2_3,G2,G,False
economic_returns,Economic Efficiency & Benefits,0.653268575668335,DIM2_3,G2,G,False
economic_value,Economic Efficiency & Benefits,0.6967308521270752,DIM2_3,G2,G,False
economic_viability,Economic Efficiency & Benefits,0.5962400436401367,DIM2_3,G2,G,False
economical,Economic Efficiency & Benefits,0.5571227669715881,DIM2_3,G2,G,False
economist,Economic Efficiency & Benefits,0.4799007177352905,DIM2_3,G2,G,False
ecosystem,Habitats & Ecosystems,0.7253172397613525,ESS6,E3,E,False
education,Workplace Health & Safety,0.525505781173706,ESS2,S1,S,False
educational,Workplace Health & Safety,0.5028053522109985,ESS2,S1,S,False
effectiveness,Economic Efficiency & Benefits,0.45773929357528687,DIM2_3,G2,G,False
efficiencies,Economic Efficiency & Benefits,0.5499915480613708,DIM2_3,G2,G,False
efficiency,Economic Efficiency & Benefits,0.644290030002594,DIM2_3,G2,G,False
efficiency_improvement,Economic Efficiency & Benefits,0.7815558314323425,DIM2_3,G2,G,False
efficiency_improvements,Economic Efficiency & Benefits,0.7951615452766418,DIM2_3,G2,G,False
efficient,Economic Efficiency & Benefits,0.5865606069564819,DIM2_3,G2,G,False
efficient_procurement,Procurement Systems & Processes,0.8334731459617615,DIM6,G3,G,False
efficient_use,Economic Efficiency & Benefits,0.6873789429664612,DIM2_3,G2,G,False
effluent,Waste Management & Disposal,0.43344053626060486,ESS3_P,E1,E,False
effluents,Emissions & Hazardous Pollutants,0.5295758247375488,ESS3_P,E1,E,False
electric_power,Energy Efficiency,0.7359018325805664,ESS3_R,E2,E,False
electrical,Energy Efficiency,0.4639838635921478,ESS3_R,E2,E,False
electrical_equipment,Energy Efficiency,0.659301221370697,ESS3_R,E2,E,False
electricity,Energy Efficiency,0.5283263921737671,ESS3_R,E2,E,False
electricity_access,Energy Efficiency,0.7235725522041321,ESS3_R,E2,E,False
electricity_consumption,Energy Efficiency,0.8212156295776367,ESS3_R,E2,E,False
electricity_demand,Energy Efficiency,0.7014757990837097,ESS3_R,E2,E,False
electricity_distribution,Energy Efficiency,0.6748292446136475,ESS3_R,E2,E,False
electricity_generation,Energy Efficiency,0.7752581834793091,ESS3_R,E2,E,False
electricity_grid,Energy Efficiency,0.7045600414276123,ESS3_R,E2,E,False
electricity_law,Energy Efficiency,0.5452979207038879,ESS3_R,E2,E,False
electricity_market,Energy Efficiency,0.656729519367218,ESS3_R,E2,E,False
electricity_prices,Energy Efficiency,0.5749154090881348,ESS3_R,E2,E,False
electricity_pricing,Energy Efficiency,0.635189414024353,ESS3_R,E2,E,False
electricity_production,Energy Efficiency,0.7380192875862122,ESS3_R,E2,E,False
electricity_sales,Energy Efficiency,0.6664581298828125,ESS3_R,E2,E,False
electricity_sector,Energy Efficiency,0.6644124984741211,ESS3_R,E2,E,False
electricity_services,Energy Efficiency,0.6547162532806396,ESS3_R,E2,E,False
electricity_supply,Energy Efficiency,0.7051085829734802,ESS3_R,E2,E,False
electricity_tariff,Energy Efficiency,0.6380970478057861,ESS3_R,E2,E,False
electricity_tariffs,Energy Efficiency,0.6361148953437805,ESS3_R,E2,E,False
electricity_trade,Energy Efficiency,0.6929051876068115,ESS3_R,E2,E,False
electricity_transmission,Energy Efficiency,0.6327557563781738,ESS3_R,E2,E,False
electrification,Energy Efficiency,0.4263696074485779,ESS3_R,E2,E,False
electrification_program,Energy Efficiency,0.5200707316398621,ESS3_R,E2,E,False
eligible_expenditures,Fiscal Management & Sustainability,0.6784613728523254,DIM2_3,G2,G,False
emergencies,Emergency Response & Security,0.6356602311134338,ESS4,S2,S,False
emergency,Emergency Response & Security,0.6144167184829712,ESS4,S2,S,False
emergency_preparedness,Emergency Response & Security,0.8366028070449829,ESS4,S2,S,False
emission,Emissions & Hazardous Pollutants,0.5929535031318665,ESS3_P,E1,E,False
employee,Labor Management & Employment,0.6010809540748596,ESS2,S1,S,False
employees,Labor Management & Employment,0.5602392554283142,ESS2,S1,S,False
employer,Labor Management & Employment,0.6787373423576355,ESS2,S1,S,False
employers,Labor Management & Employment,0.5904421806335449,ESS2,S1,S,False
employment,Labor Management & Employment,0.6561017036437988,ESS2,S1,S,False
employment_opportunities,Labor Management & Employment,0.6038624048233032,ESS2,S1,S,False
encroachment,Workplace Health & Safety,0.5157824158668518,ESS2,S1,S,False
endemic,Disease & Health Risks,0.48241138458251953,ESS4,S2,S,False
endorsement,Bidding & Contract Management,0.4331498146057129,DIM6,G3,G,False
energies,Energy Efficiency,0.6701536774635315,ESS3_R,E2,E,False
energy,Energy Efficiency,0.6732151508331299,ESS3_R,E2,E,False
energy_based,Energy Efficiency,0.7902180552482605,ESS3_R,E2,E,False
energy_conservation,Energy Efficiency,0.7538380026817322,ESS3_R,E2,E,False
energy_consumption,Energy Efficiency,0.9266255497932434,ESS3_R,E2,E,False
energy_demand,Energy Efficiency,0.8442315459251404,ESS3_R,E2,E,False
energy_development,Energy Efficiency,0.802589476108551,ESS3_R,E2,E,False
energy_efficient,Energy Efficiency,0.8386713862419128,ESS3_R,E2,E,False
energy_generation,Energy Efficiency,0.8700147867202759,ESS3_R,E2,E,False
energy_market,Energy Efficiency,0.7856625914573669,ESS3_R,E2,E,False
energy_policy,Energy Efficiency,0.7653619647026062,ESS3_R,E2,E,False
energy_production,Energy Efficiency,0.8305160999298096,ESS3_R,E2,E,False
energy_project,Energy Efficiency,0.8651491403579712,ESS3_R,E2,E,False
energy_projects,Energy Efficiency,0.8237289190292358,ESS3_R,E2,E,False
energy_related,Energy Efficiency,0.8168138265609741,ESS3_R,E2,E,False
energy_resources,Energy Efficiency,0.8806167244911194,ESS3_R,E2,E,False
energy_sales,Energy Efficiency,0.7731366157531738,ESS3_R,E2,E,False
energy_savings,Energy Efficiency,0.8701077699661255,ESS3_R,E2,E,False
energy_sector,Energy Efficiency,0.742312490940094,ESS3_R,E2,E,False
energy_strategy,Energy Efficiency,0.8372676968574524,ESS3_R,E2,E,False
